longitude,latitude
42.7993758,-73.9204047
42.796538,-73.9203416
42.7937,-73.9202785
42.7908617,-73.9202153
42.7880231,-73.9201521
42.7851843,-73.9200888
42.7823453,-73.9200255
42.7795061,-73.9199621
42.7766666,-73.9198987
42.7738268,-73.9198353
42.7709868,-73.9197718
42.7681466,-73.9197083
42.7653062,-73.9196447
42.7624654,-73.9195811
42.7596245,-73.9195174
42.7567833,-73.9194537
42.7539419,-73.91939
42.7511002,-73.9193262
42.7482583,-73.9192623
42.7454162,-73.9191985
42.7425738,-73.9191345
42.7397311,-73.9190706
42.7368883,-73.9190066
42.7340451,-73.9189425
42.7312018,-73.9188784
42.7283582,-73.9188143
42.7255144,-73.9187501
42.7226703,-73.9186859
42.719826,-73.9186216
42.7169814,-73.9185573
42.7141366,-73.9184929
42.7112915,-73.9184285
42.7084462,-73.9183641
42.7056007,-73.9182996
42.7027549,-73.9182351
42.6999089,-73.9181705
42.6970627,-73.9181059
42.6942162,-73.9180412
42.6913694,-73.9179765
42.6885224,-73.9179118
42.6856752,-73.917847
42.6828278,-73.9177822
42.67998,-73.9177173
42.6771321,-73.9176524
42.6742839,-73.9175874
42.6714355,-73.9175224
42.6685868,-73.9174573
42.6657379,-73.9173922
42.6628887,-73.9173271
42.6600393,-73.9172619
42.6571896,-73.9171967
42.6543398,-73.9171314
42.6514896,-73.9170661
42.6486392,-73.9170007
42.6457886,-73.9169353
42.6429378,-73.9168699
42.6400867,-73.9168044
42.6372353,-73.9167388
42.6343837,-73.9166733
42.6315319,-73.9166076
42.6286798,-73.916542
42.6258275,-73.9164763
42.6229749,-73.9164105
42.6201221,-73.9163447
42.6172691,-73.9162789
42.6144158,-73.916213
42.6115622,-73.916147
42.6087084,-73.9160811
42.6058544,-73.9160151
42.6030001,-73.915949
42.6001456,-73.9158829
42.5972909,-73.9158167
42.5944359,-73.9157505
42.5915806,-73.9156843
42.5887252,-73.915618
42.5858694,-73.9155517
42.5830134,-73.9154853
42.5801572,-73.9154189
42.5773008,-73.9153524
42.5744441,-73.9152859
42.5715871,-73.9152194
42.5687299,-73.9151528
42.5658725,-73.9150862
42.5630148,-73.9150195
42.5601569,-73.9149528
42.5572987,-73.914886
42.5544403,-73.9148192
42.5515816,-73.9147523
42.5487227,-73.9146854
42.5458636,-73.9146185
42.5430042,-73.9145515
42.5401445,-73.9144845
42.5372846,-73.9144174
42.5344245,-73.9143503
42.5315641,-73.9142831
42.5287035,-73.9142159
42.5258426,-73.9141486
42.5229815,-73.9140813
42.5201202,-73.914014
42.5172586,-73.9139466
42.5143967,-73.9138792
42.5115347,-73.9138117
42.5086723,-73.9137442
42.5058097,-73.9136766
42.5029469,-73.913609
42.5000838,-73.9135413
42.4972205,-73.9134736
42.494357,-73.9134059
42.4914932,-73.9133381
42.4886291,-73.9132703
42.4857648,-73.9132024
42.4829003,-73.9131345
42.4800355,-73.9130665
42.4771704,-73.9129985
42.4743052,-73.9129305
42.4714396,-73.9128624
42.4685739,-73.9127942
42.4657078,-73.912726
42.4628416,-73.9126578
42.4599751,-73.9125895
42.457137,-73.9125219
42.7996344,-73.9195063
42.7967967,-73.9194432
42.7939588,-73.9193801
42.7911207,-73.9193169
42.7882823,-73.9192537
42.7854437,-73.9191904
42.7826048,-73.9191271
42.7797657,-73.9190638
42.7769263,-73.9190004
42.7740868,-73.9189369
42.7712469,-73.9188734
42.7684069,-73.9188099
42.7655666,-73.9187463
42.762726,-73.9186827
42.7598852,-73.9186191
42.7570442,-73.9185554
42.7542029,-73.9184916
42.7513614,-73.9184278
42.7485197,-73.918364
42.7456777,-73.9183001
42.7428354,-73.9182362
42.739993,-73.9181723
42.7371502,-73.9181083
42.7343073,-73.9180442
42.7314641,-73.9179801
42.7286207,-73.917916
42.725777,-73.9178518
42.722933,-73.9177876
42.7200889,-73.9177233
42.7172445,-73.917659
42.7143998,-73.9175947
42.7115549,-73.9175303
42.7087098,-73.9174658
42.7058644,-73.9174013
42.7030188,-73.9173368
42.700173,-73.9172722
42.6973269,-73.9172076
42.6944805,-73.917143
42.6916339,-73.9170783
42.6887871,-73.9170135
42.68594,-73.9169487
42.6830927,-73.9168839
42.6802452,-73.916819
42.6773974,-73.9167541
42.6745494,-73.9166891
42.6717011,-73.9166241
42.6688526,-73.9165591
42.6660038,-73.916494
42.6631548,-73.9164289
42.6603055,-73.9163637
42.657456,-73.9162985
42.6546063,-73.9162332
42.6517563,-73.9161679
42.6489061,-73.9161025
42.6460557,-73.9160371
42.643205,-73.9159717
42.640354,-73.9159062
42.6375028,-73.9158407
42.6346514,-73.9157751
42.6317997,-73.9157095
42.6289478,-73.9156438
42.6260956,-73.9155781
42.6232432,-73.9155123
42.6203906,-73.9154465
42.6175377,-73.9153807
42.6146845,-73.9153148
42.6118312,-73.9152489
42.6089775,-73.9151829
42.6061237,-73.9151169
42.6032696,-73.9150508
42.6004152,-73.9149847
42.5975606,-73.9149186
42.5947058,-73.9148524
42.5918507,-73.9147862
42.5889953,-73.9147199
42.5861398,-73.9146536
42.583284,-73.9145872
42.5804279,-73.9145208
42.5775716,-73.9144543
42.574715,-73.9143878
42.5718583,-73.9143213
42.5690012,-73.9142547
42.5661439,-73.9141881
42.5632864,-73.9141214
42.5604286,-73.9140547
42.5575706,-73.9139879
42.5547124,-73.9139211
42.5518539,-73.9138542
42.5489951,-73.9137874
42.5461361,-73.9137204
42.5432769,-73.9136534
42.5404174,-73.9135864
42.5375577,-73.9135193
42.5346977,-73.9134522
42.5318375,-73.913385
42.528977,-73.9133178
42.5261163,-73.9132506
42.5232554,-73.9131833
42.5203942,-73.9131159
42.5175327,-73.9130486
42.5146711,-73.9129811
42.5118091,-73.9129137
42.508947,-73.9128461
42.5060845,-73.9127786
42.5032219,-73.912711
42.500359,-73.9126433
42.4974958,-73.9125756
42.4946324,-73.9125079
42.4917687,-73.9124401
42.4889048,-73.9123723
42.4860407,-73.9123044
42.4831763,-73.9122365
42.4803117,-73.9121685
42.4774468,-73.9121005
42.4745817,-73.9120325
42.4717163,-73.9119644
42.4688507,-73.9118962
42.4659849,-73.9118281
42.4631187,-73.9117598
42.4602524,-73.9116916
42.4574145,-73.9116239
42.7998928,-73.9186079
42.7970553,-73.9185449
42.7942176,-73.9184817
42.7913796,-73.9184185
42.7885414,-73.9183553
42.7857029,-73.9182921
42.7828642,-73.9182287
42.7800253,-73.9181654
42.7771861,-73.918102
42.7743467,-73.9180386
42.771507,-73.9179751
42.7686671,-73.9179116
42.7658269,-73.917848
42.7629865,-73.9177844
42.7601459,-73.9177207
42.757305,-73.917657
42.7544639,-73.9175933
42.7516226,-73.9175295
42.748781,-73.9174657
42.7459391,-73.9174018
42.7430971,-73.9173379
42.7402548,-73.9172739
42.7374122,-73.9172099
42.7345694,-73.9171459
42.7317264,-73.9170818
42.7288831,-73.9170177
42.7260395,-73.9169535
42.7231958,-73.9168893
42.7203518,-73.916825
42.7175075,-73.9167607
42.714663,-73.9166964
42.7118183,-73.916632
42.7089733,-73.9165675
42.7061281,-73.9165031
42.7032827,-73.9164385
42.700437,-73.916374
42.697591,-73.9163094
42.6947448,-73.9162447
42.6918984,-73.91618
42.6890517,-73.9161153
42.6862048,-73.9160505
42.6833577,-73.9159857
42.6805103,-73.9159208
42.6776627,-73.9158559
42.6748148,-73.9157909
42.6719667,-73.9157259
42.6691183,-73.9156609
42.6662697,-73.9155958
42.6634208,-73.9155306
42.6605717,-73.9154655
42.6577224,-73.9154002
42.6548728,-73.915335
42.652023,-73.9152697
42.649173,-73.9152043
42.6463227,-73.9151389
42.6434721,-73.9150735
42.6406213,-73.915008
42.6377703,-73.9149425
42.634919,-73.9148769
42.6320675,-73.9148113
42.6292157,-73.9147456
42.6263637,-73.9146799
42.6235115,-73.9146142
42.620659,-73.9145484
42.6178062,-73.9144825
42.6149533,-73.9144167
42.6121001,-73.9143507
42.6092466,-73.9142848
42.6063929,-73.9142188
42.6035389,-73.9141527
42.6006847,-73.9140866
42.5978303,-73.9140205
42.5949756,-73.9139543
42.5921207,-73.913888
42.5892655,-73.9138218
42.5864101,-73.9137554
42.5835544,-73.9136891
42.5806985,-73.9136227
42.5778424,-73.9135562
42.574986,-73.9134897
42.5721294,-73.9134232
42.5692725,-73.9133566
42.5664154,-73.91329
42.563558,-73.9132233
42.5607004,-73.9131566
42.5578425,-73.9130898
42.5549844,-73.913023
42.5521261,-73.9129562
42.5492675,-73.9128893
42.5464087,-73.9128223
42.5435496,-73.9127554
42.5406903,-73.9126883
42.5378307,-73.9126213
42.5349709,-73.9125541
42.5321108,-73.912487
42.5292505,-73.9124198
42.52639,-73.9123525
42.5235292,-73.9122852
42.5206681,-73.9122179
42.5178069,-73.9121505
42.5149453,-73.9120831
42.5120836,-73.9120156
42.5092215,-73.9119481
42.5063593,-73.9118806
42.5034968,-73.911813
42.500634,-73.9117453
42.497771,-73.9116776
42.4949078,-73.9116099
42.4920443,-73.9115421
42.4891806,-73.9114743
42.4863166,-73.9114064
42.4834523,-73.9113385
42.4805879,-73.9112705
42.4777232,-73.9112025
42.4748582,-73.9111345
42.471993,-73.9110664
42.4691275,-73.9109983
42.4662618,-73.9109301
42.4633959,-73.9108619
42.4605297,-73.9107936
42.4576919,-73.910726
42.8001513,-73.9177095
42.797314,-73.9176465
42.7944764,-73.9175833
42.7916385,-73.9175202
42.7888005,-73.9174569
42.7859622,-73.9173937
42.7831236,-73.9173304
42.7802848,-73.917267
42.7774458,-73.9172036
42.7746065,-73.9171402
42.771767,-73.9170767
42.7689273,-73.9170132
42.7660873,-73.9169496
42.7632471,-73.916886
42.7604066,-73.9168224
42.7575659,-73.9167587
42.7547249,-73.916695
42.7518837,-73.9166312
42.7490423,-73.9165674
42.7462006,-73.9165035
42.7433587,-73.9164396
42.7405165,-73.9163756
42.7376741,-73.9163116
42.7348315,-73.9162476
42.7319886,-73.9161835
42.7291455,-73.9161194
42.7263021,-73.9160552
42.7234585,-73.915991
42.7206146,-73.9159267
42.7177706,-73.9158624
42.7149262,-73.9157981
42.7120817,-73.9157337
42.7092368,-73.9156693
42.7063918,-73.9156048
42.7035465,-73.9155403
42.7007009,-73.9154757
42.6978552,-73.9154111
42.6950091,-73.9153464
42.6921629,-73.9152817
42.6893164,-73.915217
42.6864696,-73.9151522
42.6836226,-73.9150874
42.6807754,-73.9150225
42.6779279,-73.9149576
42.6750802,-73.9148927
42.6722322,-73.9148277
42.669384,-73.9147626
42.6665356,-73.9146975
42.6636869,-73.9146324
42.6608379,-73.9145672
42.6579888,-73.914502
42.6551393,-73.9144368
42.6522897,-73.9143714
42.6494398,-73.9143061
42.6465896,-73.9142407
42.6437392,-73.9141753
42.6408886,-73.9141098
42.6380377,-73.9140443
42.6351866,-73.9139787
42.6323353,-73.9139131
42.6294837,-73.9138474
42.6266318,-73.9137817
42.6237797,-73.913716
42.6209274,-73.9136502
42.6180748,-73.9135844
42.615222,-73.9135185
42.6123689,-73.9134526
42.6095156,-73.9133866
42.6066621,-73.9133206
42.6038083,-73.9132545
42.6009542,-73.9131884
42.5981,-73.9131223
42.5952454,-73.9130561
42.5923907,-73.9129899
42.5895356,-73.9129236
42.5866804,-73.9128573
42.5838249,-73.9127909
42.5809691,-73.9127245
42.5781132,-73.9126581
42.5752569,-73.9125916
42.5724005,-73.9125251
42.5695437,-73.9124585
42.5666868,-73.9123919
42.5638296,-73.9123252
42.5609721,-73.9122585
42.5581144,-73.9121917
42.5552565,-73.9121249
42.5523983,-73.9120581
42.5495398,-73.9119912
42.5466812,-73.9119243
42.5438223,-73.9118573
42.5409631,-73.9117903
42.5381037,-73.9117232
42.535244,-73.9116561
42.5323841,-73.9115889
42.529524,-73.9115217
42.5266636,-73.9114545
42.523803,-73.9113872
42.5209421,-73.9113199
42.518081,-73.9112525
42.5152196,-73.9111851
42.512358,-73.9111176
42.5094961,-73.9110501
42.506634,-73.9109825
42.5037717,-73.9109149
42.5009091,-73.9108473
42.4980462,-73.9107796
42.4951831,-73.9107119
42.4923198,-73.9106441
42.4894562,-73.9105763
42.4865924,-73.9105084
42.4837283,-73.9104405
42.480864,-73.9103725
42.4779995,-73.9103045
42.4751347,-73.9102365
42.4722696,-73.9101684
42.4694043,-73.9101003
42.4665388,-73.9100321
42.463673,-73.9099639
42.460807,-73.9098956
42.4579693,-73.909828
42.8004097,-73.9168111
42.7975725,-73.9167481
42.7947351,-73.9166849
42.7918974,-73.9166218
42.7890595,-73.9165586
42.7862214,-73.9164953
42.783383,-73.916432
42.7805444,-73.9163687
42.7777055,-73.9163053
42.7748664,-73.9162418
42.772027,-73.9161784
42.7691874,-73.9161148
42.7663476,-73.9160513
42.7635075,-73.9159877
42.7606672,-73.915924
42.7578267,-73.9158603
42.7549859,-73.9157966
42.7521448,-73.9157328
42.7493035,-73.915669
42.746462,-73.9156051
42.7436203,-73.9155412
42.7407783,-73.9154773
42.737936,-73.9154133
42.7350935,-73.9153493
42.7322508,-73.9152852
42.7294078,-73.9152211
42.7265646,-73.9151569
42.7237212,-73.9150927
42.7208775,-73.9150284
42.7180336,-73.9149641
42.7151894,-73.9148998
42.712345,-73.9148354
42.7095003,-73.914771
42.7066554,-73.9147065
42.7038103,-73.914642
42.7009649,-73.9145774
42.6981193,-73.9145128
42.6952734,-73.9144482
42.6924273,-73.9143835
42.6895809,-73.9143187
42.6867343,-73.914254
42.6838875,-73.9141891
42.6810404,-73.9141243
42.6781931,-73.9140594
42.6753455,-73.9139944
42.6724977,-73.9139294
42.6696497,-73.9138644
42.6668014,-73.9137993
42.6639529,-73.9137342
42.6611041,-73.913669
42.6582551,-73.9136038
42.6554058,-73.9135385
42.6525563,-73.9134732
42.6497066,-73.9134079
42.6468566,-73.9133425
42.6440063,-73.9132771
42.6411559,-73.9132116
42.6383052,-73.9131461
42.6354542,-73.9130805
42.632603,-73.9130149
42.6297516,-73.9129492
42.6268999,-73.9128835
42.6240479,-73.9128178
42.6211958,-73.912752
42.6183433,-73.9126862
42.6154907,-73.9126203
42.6126378,-73.9125544
42.6097846,-73.9124884
42.6069312,-73.9124224
42.6040776,-73.9123564
42.6012237,-73.9122903
42.5983696,-73.9122242
42.5955152,-73.912158
42.5926606,-73.9120917
42.5898058,-73.9120255
42.5869507,-73.9119592
42.5840953,-73.9118928
42.5812397,-73.9118264
42.5783839,-73.91176
42.5755278,-73.9116935
42.5726715,-73.9116269
42.5698149,-73.9115604
42.5669581,-73.9114937
42.5641011,-73.9114271
42.5612438,-73.9113604
42.5583863,-73.9112936
42.5555285,-73.9112268
42.5526704,-73.91116
42.5498122,-73.9110931
42.5469537,-73.9110262
42.5440949,-73.9109592
42.5412359,-73.9108922
42.5383766,-73.9108251
42.5355171,-73.910758
42.5326574,-73.9106908
42.5297974,-73.9106237
42.5269372,-73.9105564
42.5240767,-73.9104891
42.521216,-73.9104218
42.518355,-73.9103544
42.5154938,-73.910287
42.5126324,-73.9102195
42.5097707,-73.910152
42.5069087,-73.9100845
42.5040465,-73.9100169
42.5011841,-73.9099493
42.4983214,-73.9098816
42.4954585,-73.9098138
42.4925953,-73.9097461
42.4897319,-73.9096783
42.4868682,-73.9096104
42.4840043,-73.9095425
42.4811402,-73.9094745
42.4782758,-73.9094065
42.4754111,-73.9093385
42.4725462,-73.9092704
42.4696811,-73.9092023
42.4668157,-73.9091341
42.4639501,-73.9090659
42.4610842,-73.9089976
42.4582467,-73.90893
42.8006682,-73.9159127
42.7978312,-73.9158497
42.7949939,-73.9157865
42.7921564,-73.9157234
42.7893187,-73.9156602
42.7864807,-73.9155969
42.7836424,-73.9155336
42.780804,-73.9154703
42.7779653,-73.9154069
42.7751263,-73.9153435
42.7722871,-73.91528
42.7694477,-73.9152165
42.766608,-73.9151529
42.7637681,-73.9150893
42.7609279,-73.9150257
42.7580875,-73.914962
42.7552469,-73.9148983
42.752406,-73.9148345
42.7495649,-73.9147707
42.7467235,-73.9147068
42.7438819,-73.9146429
42.7410401,-73.914579
42.738198,-73.914515
42.7353557,-73.9144509
42.7325131,-73.9143869
42.7296703,-73.9143227
42.7268272,-73.9142586
42.7239839,-73.9141944
42.7211404,-73.9141301
42.7182966,-73.9140658
42.7154526,-73.9140015
42.7126083,-73.9139371
42.7097638,-73.9138727
42.7069191,-73.9138082
42.7040741,-73.9137437
42.7012289,-73.9136791
42.6983834,-73.9136145
42.6955377,-73.9135499
42.6926918,-73.9134852
42.6898456,-73.9134205
42.6869991,-73.9133557
42.6841525,-73.9132909
42.6813055,-73.913226
42.6784584,-73.9131611
42.675611,-73.9130962
42.6727633,-73.9130312
42.6699154,-73.9129661
42.6670673,-73.9129011
42.6642189,-73.9128359
42.6613703,-73.9127708
42.6585215,-73.9127056
42.6556724,-73.9126403
42.652823,-73.912575
42.6499734,-73.9125097
42.6471236,-73.9124443
42.6442735,-73.9123788
42.6414232,-73.9123134
42.6385726,-73.9122478
42.6357218,-73.9121823
42.6328708,-73.9121167
42.6300195,-73.912051
42.627168,-73.9119853
42.6243162,-73.9119196
42.6214642,-73.9118538
42.6186119,-73.911788
42.6157594,-73.9117221
42.6129067,-73.9116562
42.6100537,-73.9115903
42.6072005,-73.9115243
42.604347,-73.9114582
42.6014933,-73.9113921
42.5986393,-73.911326
42.5957851,-73.9112598
42.5929306,-73.9111936
42.5900759,-73.9111273
42.587221,-73.911061
42.5843658,-73.9109947
42.5815104,-73.9109283
42.5786547,-73.9108618
42.5757988,-73.9107953
42.5729426,-73.9107288
42.5700862,-73.9106622
42.5672296,-73.9105956
42.5643727,-73.910529
42.5615156,-73.9104623
42.5586582,-73.9103955
42.5558005,-73.9103287
42.5529427,-73.9102619
42.5500846,-73.910195
42.5472262,-73.9101281
42.5443676,-73.9100611
42.5415088,-73.9099941
42.5386497,-73.909927
42.5357903,-73.9098599
42.5329307,-73.9097928
42.5300709,-73.9097256
42.5272108,-73.9096583
42.5243505,-73.9095911
42.52149,-73.9095237
42.5186292,-73.9094564
42.5157681,-73.9093889
42.5129068,-73.9093215
42.5100453,-73.909254
42.5071835,-73.9091864
42.5043214,-73.9091189
42.5014592,-73.9090512
42.4985966,-73.9089835
42.4957339,-73.9089158
42.4928709,-73.908848
42.4900076,-73.9087802
42.4871441,-73.9087124
42.4842803,-73.9086445
42.4814164,-73.9085765
42.4785521,-73.9085085
42.4756876,-73.9084405
42.4728229,-73.9083724
42.4699579,-73.9083043
42.4670927,-73.9082361
42.4642272,-73.9081679
42.4613615,-73.9080996
42.4585242,-73.908032
42.8009268,-73.9150143
42.7980899,-73.9149512
42.7952528,-73.9148881
42.7924155,-73.914825
42.7895779,-73.9147617
42.7867401,-73.9146985
42.783902,-73.9146352
42.7810637,-73.9145719
42.7782251,-73.9145085
42.7753863,-73.9144451
42.7725473,-73.9143816
42.769708,-73.9143181
42.7668685,-73.9142545
42.7640287,-73.9141909
42.7611887,-73.9141273
42.7583485,-73.9140636
42.755508,-73.9139999
42.7526673,-73.9139361
42.7498263,-73.9138723
42.7469851,-73.9138084
42.7441437,-73.9137445
42.741302,-73.9136806
42.73846,-73.9136166
42.7356179,-73.9135526
42.7327755,-73.9134885
42.7299328,-73.9134244
42.7270899,-73.9133602
42.7242468,-73.913296
42.7214034,-73.9132318
42.7185598,-73.9131675
42.7157159,-73.9131032
42.7128718,-73.9130388
42.7100275,-73.9129744
42.7071829,-73.9129099
42.7043381,-73.9128454
42.701493,-73.9127808
42.6986477,-73.9127162
42.6958021,-73.9126516
42.6929564,-73.9125869
42.6901103,-73.9125222
42.687264,-73.9124574
42.6844175,-73.9123926
42.6815708,-73.9123277
42.6787238,-73.9122628
42.6758765,-73.9121979
42.673029,-73.9121329
42.6701813,-73.9120679
42.6673333,-73.9120028
42.6644851,-73.9119377
42.6616366,-73.9118725
42.6587879,-73.9118073
42.655939,-73.9117421
42.6530898,-73.9116768
42.6502404,-73.9116114
42.6473907,-73.911546
42.6445408,-73.9114806
42.6416906,-73.9114151
42.6388402,-73.9113496
42.6359896,-73.9112841
42.6331387,-73.9112185
42.6302876,-73.9111528
42.6274362,-73.9110871
42.6245846,-73.9110214
42.6217327,-73.9109556
42.6188806,-73.9108898
42.6160283,-73.9108239
42.6131757,-73.910758
42.6103228,-73.9106921
42.6074698,-73.9106261
42.6046165,-73.91056
42.6017629,-73.9104939
42.5989091,-73.9104278
42.596055,-73.9103616
42.5932007,-73.9102954
42.5903462,-73.9102292
42.5874914,-73.9101629
42.5846364,-73.9100965
42.5817811,-73.9100301
42.5789256,-73.9099637
42.5760699,-73.9098972
42.5732139,-73.9098307
42.5703576,-73.9097641
42.5675011,-73.9096975
42.5646444,-73.9096308
42.5617874,-73.9095641
42.5589302,-73.9094974
42.5560727,-73.9094306
42.553215,-73.9093638
42.550357,-73.9092969
42.5474988,-73.90923
42.5446404,-73.909163
42.5417817,-73.909096
42.5389228,-73.9090289
42.5360636,-73.9089618
42.5332042,-73.9088947
42.5303445,-73.9088275
42.5274846,-73.9087603
42.5246244,-73.908693
42.521764,-73.9086257
42.5189034,-73.9085583
42.5160425,-73.9084909
42.5131814,-73.9084234
42.51032,-73.9083559
42.5074583,-73.9082884
42.5045965,-73.9082208
42.5017343,-73.9081532
42.498872,-73.9080855
42.4960094,-73.9080178
42.4931465,-73.90795
42.4902834,-73.9078822
42.4874201,-73.9078143
42.4845565,-73.9077464
42.4816926,-73.9076785
42.4788286,-73.9076105
42.4759642,-73.9075425
42.4730997,-73.9074744
42.4702348,-73.9074063
42.4673698,-73.9073381
42.4645045,-73.9072699
42.4616389,-73.9072016
42.4588017,-73.907134
42.8011861,-73.9141158
42.7983494,-73.9140527
42.7955125,-73.9139896
42.7926753,-73.9139264
42.7898378,-73.9138632
42.7870001,-73.9138
42.7841622,-73.9137367
42.7813241,-73.9136734
42.7784857,-73.91361
42.775647,-73.9135466
42.7728081,-73.9134831
42.769969,-73.9134196
42.7671297,-73.9133561
42.7642901,-73.9132925
42.7614502,-73.9132288
42.7586101,-73.9131651
42.7557698,-73.9131014
42.7529293,-73.9130377
42.7500884,-73.9129738
42.7472474,-73.91291
42.7444061,-73.9128461
42.7415646,-73.9127822
42.7387228,-73.9127182
42.7358808,-73.9126541
42.7330385,-73.9125901
42.7301961,-73.912526
42.7273533,-73.9124618
42.7245103,-73.9123976
42.7216671,-73.9123334
42.7188237,-73.9122691
42.71598,-73.9122047
42.713136,-73.9121404
42.7102918,-73.9120759
42.7074474,-73.9120115
42.7046027,-73.911947
42.7017578,-73.9118824
42.6989127,-73.9118178
42.6960673,-73.9117532
42.6932216,-73.9116885
42.6903758,-73.9116238
42.6875296,-73.911559
42.6846833,-73.9114942
42.6818367,-73.9114294
42.6789898,-73.9113645
42.6761427,-73.9112995
42.6732954,-73.9112345
42.6704478,-73.9111695
42.6676,-73.9111044
42.664752,-73.9110393
42.6619037,-73.9109742
42.6590551,-73.910909
42.6562063,-73.9108437
42.6533573,-73.9107784
42.650508,-73.9107131
42.6476585,-73.9106477
42.6448088,-73.9105823
42.6419588,-73.9105168
42.6391085,-73.9104513
42.636258,-73.9103857
42.6334073,-73.9103201
42.6305563,-73.9102545
42.6277051,-73.9101888
42.6248537,-73.9101231
42.622002,-73.9100573
42.61915,-73.9099915
42.6162978,-73.9099256
42.6134454,-73.9098597
42.6105927,-73.9097938
42.6077398,-73.9097278
42.6048866,-73.9096617
42.6020332,-73.9095957
42.5991796,-73.9095295
42.5963257,-73.9094634
42.5934716,-73.9093972
42.5906172,-73.9093309
42.5877626,-73.9092646
42.5849077,-73.9091983
42.5820526,-73.9091319
42.5791972,-73.9090654
42.5763416,-73.908999
42.5734858,-73.9089324
42.5706297,-73.9088659
42.5677734,-73.9087993
42.5649168,-73.9087326
42.56206,-73.9086659
42.5592029,-73.9085992
42.5563456,-73.9085324
42.553488,-73.9084655
42.5506302,-73.9083987
42.5477722,-73.9083317
42.5449139,-73.9082648
42.5420554,-73.9081978
42.5391966,-73.9081307
42.5363376,-73.9080636
42.5334783,-73.9079965
42.5306188,-73.9079293
42.5277591,-73.9078621
42.5248991,-73.9077948
42.5220388,-73.9077275
42.5191783,-73.9076601
42.5163176,-73.9075927
42.5134566,-73.9075253
42.5105954,-73.9074578
42.5077339,-73.9073902
42.5048722,-73.9073226
42.5020102,-73.907255
42.499148,-73.9071873
42.4962856,-73.9071196
42.4934229,-73.9070519
42.4905599,-73.9069841
42.4876968,-73.9069162
42.4848333,-73.9068483
42.4819696,-73.9067804
42.4791057,-73.9067124
42.4762415,-73.9066444
42.4733771,-73.9065763
42.4705125,-73.9065082
42.4676476,-73.90644
42.4647824,-73.9063718
42.461917,-73.9063036
42.45908,-73.9062359
42.8014501,-73.9132166
42.7986135,-73.9131536
42.7957767,-73.9130905
42.7929397,-73.9130273
42.7901024,-73.9129641
42.7872649,-73.9129009
42.7844271,-73.9128376
42.7815891,-73.9127743
42.7787509,-73.9127109
42.7759124,-73.9126475
42.7730737,-73.912584
42.7702347,-73.9125205
42.7673955,-73.912457
42.764556,-73.9123934
42.7617164,-73.9123297
42.7588764,-73.9122661
42.7560363,-73.9122023
42.7531959,-73.9121386
42.7503552,-73.9120748
42.7475143,-73.9120109
42.7446732,-73.911947
42.7418318,-73.9118831
42.7389902,-73.9118191
42.7361484,-73.9117551
42.7333063,-73.911691
42.7304639,-73.9116269
42.7276213,-73.9115628
42.7247785,-73.9114986
42.7219355,-73.9114343
42.7190922,-73.91137
42.7162486,-73.9113057
42.7134048,-73.9112413